Exam Year,District,University,Course,Zscore,Matched_Course_University,Stream,Intake
2019,Mullaitivu,University Of Sri Jayewardenepura,Medicine,NQC,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Vavuniya,University Of Sri Jayewardenepura,Medicine,2.2646,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Trincomalee,University Of Sri Jayewardenepura,Medicine,NQC,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Batticaloa,University Of Sri Jayewardenepura,Medicine,2.4249,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Ampara,University Of Sri Jayewardenepura,Medicine,2.2747,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Puttalam,University Of Sri Jayewardenepura,Medicine,2.2819,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Kurunegala,University Of Sri Jayewardenepura,Medicine,2.2594,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Anuradhapura,University Of Sri Jayewardenepura,Medicine,NQC,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Polonnaruwa,University Of Sri Jayewardenepura,Medicine,2.2598,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Badulla,University Of Sri Jayewardenepura,Medicine,2.292,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Monaragala,University Of Sri Jayewardenepura,Medicine,NQC,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Kegalle,University Of Sri Jayewardenepura,Medicine,NQC,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Ratnapura,University Of Sri Jayewardenepura,Medicine,2.2627,Medicine (University Of Sri Jayewardenepura),Biological Science,184
2019,Colombo,University Of Kelaniya,Medicine,2.2016,Medicine (University Of Kelaniya),Biological Science,189
2019,Gampaha,University Of Kelaniya,Medicine,2.2054,Medicine (University Of Kelaniya),Biological Science,189
2019,Kalutara,University Of Kelaniya,Medicine,2.2006,Medicine (University Of Kelaniya),Biological Science,189
2019,Matale,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Kandy,University Of Kelaniya,Medicine,2.199,Medicine (University Of Kelaniya),Biological Science,189
2019,Nuwara Eliya,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Galle,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Matara,University Of Kelaniya,Medicine,2.2097,Medicine (University Of Kelaniya),Biological Science,189
2019,Hambantota,University Of Kelaniya,Medicine,2.2443,Medicine (University Of Kelaniya),Biological Science,189
2019,Jaffna,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Kilinochchi,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Mannar,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Mullaitivu,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Vavuniya,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Trincomalee,University Of Kelaniya,Medicine,2.2042,Medicine (University Of Kelaniya),Biological Science,189
2019,Batticaloa,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Ampara,University Of Kelaniya,Medicine,2.2018,Medicine (University Of Kelaniya),Biological Science,189
2019,Puttalam,University Of Kelaniya,Medicine,2.2997,Medicine (University Of Kelaniya),Biological Science,189
2019,Kurunegala,University Of Kelaniya,Medicine,2.2066,Medicine (University Of Kelaniya),Biological Science,189
2019,Anuradhapura,University Of Kelaniya,Medicine,2.2061,Medicine (University Of Kelaniya),Biological Science,189
2019,Polonnaruwa,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Badulla,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Monaragala,University Of Kelaniya,Medicine,NQC,Medicine (University Of Kelaniya),Biological Science,189
2019,Kegalle,University Of Kelaniya,Medicine,2.1967,Medicine (University Of Kelaniya),Biological Science,189
2019,Ratnapura,University Of Kelaniya,Medicine,2.2027,Medicine (University Of Kelaniya),Biological Science,189
2019,Colombo,University Of Jaffna,Medicine,2.0858,Medicine (University Of Jaffna),Biological Science,174
2019,Gampaha,University Of Jaffna,Medicine,1.9626,Medicine (University Of Jaffna),Biological Science,174
2019,Kalutara,University Of Jaffna,Medicine,NQC,Medicine (University Of Jaffna),Biological Science,174
2019,Matale,University Of Jaffna,Medicine,NQC,Medicine (University Of Jaffna),Biological Science,174
2019,Kandy,University Of Jaffna,Medicine,1.9955,Medicine (University Of Jaffna),Biological Science,174
2019,Nuwara Eliya,University Of Jaffna,Medicine,1.9626,Medicine (University Of Jaffna),Biological Science,174
2019,Galle,University Of Jaffna,Medicine,NQC,Medicine (University Of Jaffna),Biological Science,174
2019,Matara,University Of Jaffna,Medicine,NQC,Medicine (University Of Jaffna),Biological Science,174
2019,Hambantota,University Of Jaffna,Medicine,NQC,Medicine (University Of Jaffna),Biological Science,174
2019,Jaffna,University Of Jaffna,Medicine,1.9573,Medicine (University Of Jaffna),Biological Science,174
2019,Kilinochchi,University Of Jaffna,Medicine,2.0841,Medicine (University Of Jaffna),Biological Science,174
2019,Mannar,University Of Jaffna,Medicine,NQC,Medicine (University Of Jaffna),Biological Science,174
2019,Mullaitivu,University Of Jaffna,Medicine,2.1642,Medicine (University Of Jaffna),Biological Science,174
2019,Vavuniya,University Of Jaffna,Medicine,2.0422,Medicine (University Of Jaffna),Biological Science,174
2019,Trincomalee,University Of Jaffna,Medicine,1.9576,Medicine (University Of Jaffna),Biological Science,174
2019,Batticaloa,University Of Jaffna,Medicine,1.9561,Medicine (University Of Jaffna),Biological Science,174
2019,Ampara,University Of Jaffna,Medicine,1.9583,Medicine (University Of Jaffna),Biological Science,174
2019,Puttalam,University Of Jaffna,Medicine,1.9714,Medicine (University Of Jaffna),Biological Science,174
2019,Kurunegala,University Of Jaffna,Medicine,NQC,Medicine (University Of Jaffna),Biological Science,174
2019,Anuradhapura,University Of Jaffna,Medicine,1.9929,Medicine (University Of Jaffna),Biological Science,174
2019,Polonnaruwa,University Of Jaffna,Medicine,2.0086,Medicine (University Of Jaffna),Biological Science,174
2019,Badulla,University Of Jaffna,Medicine,1.959,Medicine (University Of Jaffna),Biological Science,174
2019,Monaragala,University Of Jaffna,Medicine,NQC,Medicine (University Of Jaffna),Biological Science,174
2019,Kegalle,University Of Jaffna,Medicine,NQC,Medicine (University Of Jaffna),Biological Science,174
2019,Ratnapura,University Of Jaffna,Medicine,2.0379,Medicine (University Of Jaffna),Biological Science,174
2019,Colombo,University Of Ruhuna,Medicine,2.1392,Medicine (University Of Ruhuna),Biological Science,250
2019,Gampaha,University Of Ruhuna,Medicine,2.1446,Medicine (University Of Ruhuna),Biological Science,250
2019,Kalutara,University Of Ruhuna,Medicine,2.1625,Medicine (University Of Ruhuna),Biological Science,250
2019,Matale,University Of Ruhuna,Medicine,NQC,Medicine (University Of Ruhuna),Biological Science,250
2019,Kandy,University Of Ruhuna,Medicine,2.1403,Medicine (University Of Ruhuna),Biological Science,250
2019,Nuwara Eliya,University Of Ruhuna,Medicine,NQC,Medicine (University Of Ruhuna),Biological Science,250
2019,Galle,University Of Ruhuna,Medicine,2.14,Medicine (University Of Ruhuna),Biological Science,250
2019,Matara,University Of Ruhuna,Medicine,2.145,Medicine (University Of Ruhuna),Biological Science,250
2019,Hambantota,University Of Ruhuna,Medicine,2.176,Medicine (University Of Ruhuna),Biological Science,250
2019,Jaffna,University Of Ruhuna,Medicine,NQC,Medicine (University Of Ruhuna),Biological Science,250
2019,Kilinochchi,University Of Ruhuna,Medicine,NQC,Medicine (University Of Ruhuna),Biological Science,250
2019,Mannar,University Of Ruhuna,Medicine,2.1435,Medicine (University Of Ruhuna),Biological Science,250
2019,Mullaitivu,University Of Ruhuna,Medicine,NQC,Medicine (University Of Ruhuna),Biological Science,250
2019,Vavuniya,University Of Ruhuna,Medicine,NQC,Medicine (University Of Ruhuna),Biological Science,250
2019,Trincomalee,University Of Ruhuna,Medicine,2.186,Medicine (University Of Ruhuna),Biological Science,250
2019,Batticaloa,University Of Ruhuna,Medicine,NQC,Medicine (University Of Ruhuna),Biological Science,250
2019,Ampara,University Of Ruhuna,Medicine,NQC,Medicine (University Of Ruhuna),Biological Science,250
2019,Puttalam,University Of Ruhuna,Medicine,2.1608,Medicine (University Of Ruhuna),Biological Science,250
2019,Kurunegala,University Of Ruhuna,Medicine,2.1687,Medicine (University Of Ruhuna),Biological Science,250
2019,Anuradhapura,University Of Ruhuna,Medicine,2.1591,Medicine (University Of Ruhuna),Biological Science,250
2019,Polonnaruwa,University Of Ruhuna,Medicine,NQC,Medicine (University Of Ruhuna),Biological Science,250
2019,Badulla,University Of Ruhuna,Medicine,2.1766,Medicine (University Of Ruhuna),Biological Science,250
2019,Monaragala,University Of Ruhuna,Medicine,NQC,Medicine (University Of Ruhuna),Biological Science,250
2019,Kegalle,University Of Ruhuna,Medicine,2.1956,Medicine (University Of Ruhuna),Biological Science,250
2019,Ratnapura,University Of Ruhuna,Medicine,2.1398,Medicine (University Of Ruhuna),Biological Science,250
2019,Colombo,University Of Moratuwa,Medicine,2.0676,Medicine (University Of Moratuwa),Biological Science,90
2019,Gampaha,University Of Moratuwa,Medicine,1.9289,Medicine (University Of Moratuwa),Biological Science,90
2019,Kalutara,University Of Moratuwa,Medicine,NQC,Medicine (University Of Moratuwa),Biological Science,90
2019,Matale,University Of Moratuwa,Medicine,2.1129,Medicine (University Of Moratuwa),Biological Science,90
2019,Kandy,University Of Moratuwa,Medicine,2.0031,Medicine (University Of Moratuwa),Biological Science,90
2019,Nuwara Eliya,University Of Moratuwa,Medicine,1.9691,Medicine (University Of Moratuwa),Biological Science,90
2019,Galle,University Of Moratuwa,Medicine,2.0238,Medicine (University Of Moratuwa),Biological Science,90
2019,Matara,University Of Moratuwa,Medicine,2.1371,Medicine (University Of Moratuwa),Biological Science,90
2019,Hambantota,University Of Moratuwa,Medicine,NQC,Medicine (University Of Moratuwa),Biological Science,90
2019,Jaffna,University Of Moratuwa,Medicine,2.0147,Medicine (University Of Moratuwa),Biological Science,90
2019,Kilinochchi,University Of Moratuwa,Medicine,NQC,Medicine (University Of Moratuwa),Biological Science,90
2019,Mannar,University Of Moratuwa,Medicine,NQC,Medicine (University Of Moratuwa),Biological Science,90
2019,Mullaitivu,University Of Moratuwa,Medicine,NQC,Medicine (University Of Moratuwa),Biological Science,90
2019,Vavuniya,University Of Moratuwa,Medicine,1.8969,Medicine (University Of Moratuwa),Biological Science,90
2019,Trincomalee,University Of Moratuwa,Medicine,1.9202,Medicine (University Of Moratuwa),Biological Science,90
2019,Batticaloa,University Of Moratuwa,Medicine,1.9118,Medicine (University Of Moratuwa),Biological Science,90
2019,Ampara,University Of Moratuwa,Medicine,1.8797,Medicine (University Of Moratuwa),Biological Science,90
2019,Puttalam,University Of Moratuwa,Medicine,NQC,Medicine (University Of Moratuwa),Biological Science,90
2019,Kurunegala,University Of Moratuwa,Medicine,NQC,Medicine (University Of Moratuwa),Biological Science,90
2019,Anuradhapura,University Of Moratuwa,Medicine,1.9954,Medicine (University Of Moratuwa),Biological Science,90
2019,Polonnaruwa,University Of Moratuwa,Medicine,NQC,Medicine (University Of Moratuwa),Biological Science,90
2019,Badulla,University Of Moratuwa,Medicine,NQC,Medicine (University Of Moratuwa),Biological Science,90
2019,Monaragala,University Of Moratuwa,Medicine,1.9195,Medicine (University Of Moratuwa),Biological Science,90
2019,Kegalle,University Of Moratuwa,Medicine,NQC,Medicine (University Of Moratuwa),Biological Science,90
2019,Ratnapura,University Of Moratuwa,Medicine,1.9329,Medicine (University Of Moratuwa),Biological Science,90
2019,Colombo,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Gampaha,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Kalutara,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Matale,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Kandy,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Nuwara Eliya,"Eastern University, Sri Lanka",Medicine,1.4744,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Galle,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Matara,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Hambantota,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Jaffna,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Kilinochchi,"Eastern University, Sri Lanka",Medicine,1.6855,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Mannar,"Eastern University, Sri Lanka",Medicine,1.9176,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Mullaitivu,"Eastern University, Sri Lanka",Medicine,1.2427,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Vavuniya,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Trincomalee,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Batticaloa,"Eastern University, Sri Lanka",Medicine,1.8353,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Ampara,"Eastern University, Sri Lanka",Medicine,1.7481,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Puttalam,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Kurunegala,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Anuradhapura,"Eastern University, Sri Lanka",Medicine,1.6484,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Polonnaruwa,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Badulla,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Monaragala,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Kegalle,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Ratnapura,"Eastern University, Sri Lanka",Medicine,NQC,"Medicine (Eastern University, Sri Lanka)",Biological Science,104
2019,Colombo,Rajarata University Of Sri Lanka,Medicine,2.0957,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Gampaha,Rajarata University Of Sri Lanka,Medicine,2.0626,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Kalutara,Rajarata University Of Sri Lanka,Medicine,2.0672,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Matale,Rajarata University Of Sri Lanka,Medicine,2.1166,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Kandy,Rajarata University Of Sri Lanka,Medicine,2.058,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Nuwara Eliya,Rajarata University Of Sri Lanka,Medicine,2.0357,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Galle,Rajarata University Of Sri Lanka,Medicine,2.1302,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Matara,Rajarata University Of Sri Lanka,Medicine,NQC,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Hambantota,Rajarata University Of Sri Lanka,Medicine,2.0457,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Jaffna,Rajarata University Of Sri Lanka,Medicine,NQC,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Kilinochchi,Rajarata University Of Sri Lanka,Medicine,NQC,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Mannar,Rajarata University Of Sri Lanka,Medicine,NQC,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Mullaitivu,Rajarata University Of Sri Lanka,Medicine,NQC,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Vavuniya,Rajarata University Of Sri Lanka,Medicine,NQC,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Trincomalee,Rajarata University Of Sri Lanka,Medicine,NQC,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Batticaloa,Rajarata University Of Sri Lanka,Medicine,NQC,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Ampara,Rajarata University Of Sri Lanka,Medicine,2.067,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Puttalam,Rajarata University Of Sri Lanka,Medicine,2.0744,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Kurunegala,Rajarata University Of Sri Lanka,Medicine,2.0431,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Anuradhapura,Rajarata University Of Sri Lanka,Medicine,NQC,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Polonnaruwa,Rajarata University Of Sri Lanka,Medicine,NQC,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Badulla,Rajarata University Of Sri Lanka,Medicine,2.0379,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Monaragala,Rajarata University Of Sri Lanka,Medicine,NQC,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Kegalle,Rajarata University Of Sri Lanka,Medicine,2.0407,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Ratnapura,Rajarata University Of Sri Lanka,Medicine,2.0393,Medicine (Rajarata University Of Sri Lanka),Biological Science,200
2019,Colombo,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Gampaha,Sabaragamuwa University Of Sri Lanka,Medicine,1.9173,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Kalutara,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Matale,Sabaragamuwa University Of Sri Lanka,Medicine,1.8842,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Kandy,Sabaragamuwa University Of Sri Lanka,Medicine,2.013,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Nuwara Eliya,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Galle,Sabaragamuwa University Of Sri Lanka,Medicine,2.0427,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Matara,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Hambantota,Sabaragamuwa University Of Sri Lanka,Medicine,1.8262,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Jaffna,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Kilinochchi,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Mannar,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Mullaitivu,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Vavuniya,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Trincomalee,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Batticaloa,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Ampara,Sabaragamuwa University Of Sri Lanka,Medicine,1.7345,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Puttalam,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Kurunegala,Sabaragamuwa University Of Sri Lanka,Medicine,NQC,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Anuradhapura,Sabaragamuwa University Of Sri Lanka,Medicine,1.687,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Polonnaruwa,Sabaragamuwa University Of Sri Lanka,Medicine,1.7857,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
2019,Badulla,Sabaragamuwa University Of Sri Lanka,Medicine,1.8267,Medicine (Sabaragamuwa University Of Sri Lanka),Biological Science,99
